userID,tags
0,"Psychedelic Rock, classic rock, 60s, psychedelic, rock"
0,"country, George Strait, 90s, classic country, 80s"
0,"genius, clapton, damn, B.B.King"
0,"hip hop, rap, Kanye West, electronic, Lil Wayne"
0,"AOR, rock, classic rock, Progressive rock, pop rock"
0,"rock, pop, soft rock, pops, michael bolton"
0,"alternative, alternative rock, indie rock, rock, british"
0,"pop, slow"
0,"country, poverty"
0,"country, poverty"
0,"folk, acoustic, female vocalists, 80s, singer-songwriter"
0,"happy, Mellow, jam band, nice boys"
0,"80s, rock, Peter Gabriel, Progressive rock, pop"
0,"Southern Rock, classic rock, rock, 70s, lynyrd skynyrd"
0,"racism, Creed, racist, my nigga, KKK Country"
0,"indie pop, indie rock, the 1975, one direction gif, pop"
0,"hard rock, rock, van halen, 1998, classic rock"
0,"country, Favorite, LeAnn Rimes, female, pop"
0,"country, Favorite, LeAnn Rimes, female, pop"
0,"rnb, my little secret, Xscape, soul, female vocalists"
0,"rock, Gothic Rock, Evanescence, female vocalists, Gothic"
0,"Progressive rock, 60s, the Moody Blues, strings organs rubber wind, classic rock"
0,"pop, smooth, Britney Spears, genius, electro-pop"
0,"pop, 70s, LEO SAYER"
0,"pop, backstreet boys, american, male vocalists, boybands"
0,"pop, new wave, synth pop, 80s, UK"
0,"slow jams, Xscape, rnb, 90s, smooth"
0,"classic rock, rock, hard rock, REO Speedwagon"
0,"rock, hard rock, bon jovi, classic rock, 80s"
0,"rock, 80s, Jazz Rock, Latin Rock, 70s"
0,"punk, street punk, hardcore punk, seen live, rock"
0,"Progressive rock, rock, classic rock, 80s, pop"
0,"Progressive rock, rock, classic rock, 80s, pop"
0,"pop, new wave, synth pop, 80s, UK"
0,"sexy, bedroom swag, Canadian, rnb, soul"
0,"Progressive rock, classic rock, rock, 80s, genesis"
0,"pop, hino, sad, love at first listen, Soundtrack"
0,"oldies, 60s, christian, gospel, male vocalist"
0,"jazz fusion, Michael Landau, james pankow, robert lamm, lee loughnane"
0,"soul, female vocalists, Disco, pop, love songs"
0,"electronic, new age, vangelis, Soundtrack, instrumental"
0,"electronic, new age, vangelis, Soundtrack, instrumental"
0,"country, my favorite"
0,"yacht rock, pop, 70s, 80s, soft rock"
0,"Canadian, folk-rock, moody, Adult Alternative"
0,Ballad
0,"hard rock, rock, classic rock, heavy metal, 70s"
0,"cover, ray charles"
0,"pop, new wave, 80s, sexy, dance"
0,"hard rock, rock, kiss, 70s, classic rock"
0,"Hip-Hop, rap, hip hop, old school, Eminem"
0,"Hip-Hop, rap, hip hop, old school, Eminem"
0,"punk rock, punk, cover, 90s, covers"
0,"pop, Love, country, french montana, chillout"
0,"pop, boybands, westlife, rock, britpop"
0,"Hip-Hop, rap, Gangsta Rap, Dirty South, texas"
0,"rap, Hip-Hop, Eminem, hip hop, hardcore rap"
0,"cover, pop, glee, Darren Criss, dianna agron"
0,"pop, 80s, rock, Pop-Rock, jsem smutna"
0,"pop, 80s, rock, Pop-Rock, jsem smutna"
0,"pop, Love, Unreleased"
0,"60s, classic rock, rock, mod, the kinks"
0,raffi xmas
0,"classic rock, 70s, hard rock, matt redman, Big big world"
0,country
0,"soft rock, blues rock, 2013, 2010s"
0,"classic rock, rock, 4 5 6 The Drip, 60s, 70s"
0,"classic rock, rock, 4 5 6 The Drip, 60s, 70s"
0,"country, 60s, Ballad, zik, sonky"
0,"pop, Ballad, love at first listen, larry song"
0,"hip hop, rock, singer-songwriter, blues, american"
0,"Alt-country, americana, rock, alt country, indie"
0,"rock, alternative rock, alternative, pop, train"
0,pop
0,"jazz, female vocalists, jazz women vocalists, emale vocal jazz, similar tracks: Norah Jones - come away with me"
0,"hard rock, blues rock, Glam Metal, hair metal, rock"
0,"pop, Kelly Clarkson, pop rock, female vocalists, rock"
0,"michael bolton, pop music tag"
0,"country, 60s, fip, 1963, Traditional Country"
0,"pop, latin, male vocalists, latin pop, Enrique Iglesias"
0,"60s, oldies, classic rock, pop, rock"
0,"gospel, Kirk Franklin, inspirational, Kirk Franklin-Fight of My Life, christian"
0,"rnb, Chris Brown, male vocalists, Hip-Hop, hip hop"
0,"pop, soul, rnb, dance pop, 1990s"
0,"punk rock, punk, rock, 90s, The Offspring"
0,"female vocalists, Love, Songs That Make Me Smile, singer-songwriter, indie"
0,"country, Kris Kristofferson, 70s, singer-songwriter, Help me make it through the night"
0,"rnb, Chris Brown, hip hop, soul, r and b"
0,"soul, rnb, r kelly, Hip-Hop, hip hop"
0,"soul, quiet storm, smooth, rnb, 6 of 10 stars"
0,"rock, classic rock, 60s, alternative, Velvet Underground"
0,"rock, classic rock, 60s, alternative, Velvet Underground"
0,"2 of 10 stars, one of my favorite songs, Jason Derulo"
0,"alternative rock, rock, alternative, pop, electronic"
0,"Contemporary Gospel, Contemporary Gospel Tag, Cross Rhythms, Kirk Franklin, Nice tunes"
0,"classic rock, rock, 70s, hard rock, Status Quo"
0,"jazz, folk, blues, chillout, 9 of 10 stars"
0,title is declarative
0,title is declarative
0,"rap, West Coast Rap, G-funk, Hip-Hop, 2000"
0,"rnb, male vocalists, Hip-Hop, urban, american"
0,"hip hop, Hip-Hop, rap, east coast hip hop, 90s"
0,"pop, backstreet boys, 90s, boybands, BSB"
0,"pop, r&b, american, rnb, rock"
0,"Sean, Houston"
0,"new wave, 80s, alternative rock, new order, pop"
0,"hard rock, rock, 80s, classic rock, Europe"
0,"schizophrenic, Status Quo, 80s Pop-Rock, saldokontista"
0,"pop, singer-songwriter"
0,"pop rock, rock, rap, irish, pop"
0,"classic rock, rock, female vocalists, 80s, vocals female"
0,"rock, genre: psychedelic rock, genre: baroque pop, type: love songs, genre: psychedelic pop"
0,"country, singer-songwriter, country rock, pop, rock"
0,"pop, 80s, Disco, 70s, catchy"
0,"jazz, jazz vocal, crooners, pop, easy listening"
0,"pop, soul, female vocalists, Love, adult contemporary"
0,"80s, duets, whitney houston, Old School Slow Jams, soul"
0,"rock, international"
0,"70s, country rock, classic rock, pop, rock"
0,"Love it, get-me-down"
0,"80s, indie, alternative, british, The Smiths"
0,"heavy metal, 80s, metal, Judas Priest, british"
0,"heavy metal, 80s, metal, Judas Priest, british"
0,"rock, smooth, excellent, sexy, hard rock"
0,"hard rock, rock, rock ballad, classic rock, Ballad"
0,"rock, soul, Blue-Eyed Soul, pop-soul, cover"
0,"hard rock, heavy metal, 80s, classic rock, metal"
0,"rock, female vocalists, dance, 1995, crash"
0,"pop, USA, easy listening, romantic, cover"
0,"rock, classic rock, Latin Rock, latin, guitar"
0,"pop, 80s, 90s, 1993, cover"
0,"Progressive rock, classic rock, rock, Pink Floyd, Psychedelic Rock"
0,"Progressive rock, classic rock, rock, Pink Floyd, Psychedelic Rock"
0,"Progressive rock, classic rock, rock, 80s, genesis"
0,"Soundtrack, classic rock, 80s, Power ballad, rock"
0,"new age, christmas, irish, celtic, female vocalists"
0,"Progressive rock, rock, yes, classic rock, Symphonic Rock"
0,"rock, hard rock, power pop, arena rock, rockford"
0,"cover, synthpop"
0,"indie, rock, The Script, irish, soulful pop"
0,"folk, Canadian, 70s, acoustic, country"
0,"classic rock, Progressive rock, rock, strings organs rubber wind, 70s"
0,"country, title is declarative"
0,"jazz, country, oldies, fip, Smooth Jazz"
0,"pop, 80s, new wave, Tears for Fears, rock"
0,"Disco, pop, 80s, dance, album rock"
0,"folk, heard on Pandora, favorite songs, paul simon, acoustic"
0,"singer-songwriter, folk, leonard cohen, rock, folk-rock"
0,"country, rock, contemporary country, seen live, male"
0,"rap, Tag, black star, american hip hop, blue star"
0,"Dirty South, hip hop, rap, southern rap, young jeezy"
0,"rnb, Usher, 90s, RnB-soul, jermaine dupri"
0,"female vocalists, dance, american, <3, one of my favorite songs"
0,"pop, Soundtrack, cover, rnb, dance"
0,"rnb, sexy, pop, female vocalists, Rihanna"
0,"soul, rnb, John Legend, Neo Soul, RB"
0,"classic rock, rock, Supernatural, 80s, hard rock"
0,"rnb, 10s, personal favourites, featuring, 2015 single"
0,"Disney, jazz, Soundtrack, pinnochio, blues"
0,"rock, piano, vocal, male, pop"
0,"classic rock, rock, Psychedelic Rock, blues rock, steve miller band"
0,"pop, oldies, michael jackson, Immortal, king of pop"
0,Alternative  Punk
0,"jazz, cover, 50s, Ballad, hank williams cover"
0,"christian, urban, rnb, gospel, good"
0,"rock, classic rock, soul, female vocalists, Tina Turner"
0,singer-songwriter
0,"jazz vocal, jazzyscrooners, cover, orchestral, ethereal"
0,"thrash metal, metal, death, thrash, male vocalist"
0,"rock, Crap, shit, Trash, bullshit"
0,"funk, soul, 90s, chillout, blues"
0,"classic rock, hard rock"
0,"pop, r&b, american, rnb, rock"
0,"80s, pop, rock, pop rock, 1983"
0,"Power metal, heavy metal, metal, speed metal, hard rock"
0,"60s, cover, classic country, country rock, jam session"
0,"rock, britpop, romantic, covers, f"
0,"oldies, rockabilly, Rock and Roll, rhythm and blues, rock n roll"
0,"jazz, soul, 60s, 30 Strand Grass, TheJazzCafeLovedTracks C"
0,"pop, soul, adult contemporary, male vocalists, love songs"
0,"pop, cover, female vocalist, Bette Midler, chill"
0,"classic rock, rock, psychedelic, 60s, The Doors"
0,"cover, doris day"
0,"classic rock, rock, 70s, hard rock, Status Quo"
0,"classic rock, rock, Southern Rock, blues rock, 70s"
0,"pop, latin, female vocalists, rnb, jennifer lopez"
0,"pop, synthpop, Ambient Atmospheric House, 90s, alphaville"
0,"classic rock, 70s, british, country-rock, country rock"
0,"classic rock, rock, hard rock, 70s, heavy metal"
0,"rock, psychedelic, classic rock, laid back, spoken word"
0,"classic rock, rock, awsome, pop rock, Love"
0,"soul, fip, rhythm and blues, cooper was here"
0,"classic rock, rock, 80s, folk rock, roots rock"
0,"pop, rock, catchy, Rock  Roll, Rock and Roll"
0,"jazz, easy listening, swing, swing dance, harry connick jr"
0,"alternative rock, rock, alternative, pop, electronic"
0,"rnb, pink, pop, female vocalists, slow jams"
0,"pop, one direction, pop rock, makes me happy, 2013"
0,"loneliness after dusk, Madonna, demo, never let you go, rebel heart"
0,"justin bieber, pop, love songs, Canadian, upbeat"
0,"hard rock, rock, kiss, 70s, classic rock"
0,"doo wop, oldies, 60s, easy listening, Rock and Roll"
0,"reggae, 80s, pop, UB40, british"
0,"jam band, Southern Rock, rock, alternative, blues"
0,"jam band, Southern Rock, rock, alternative, blues"
0,"80s, pop, female vocalists, Love, latin"
0,"new wave, 80s, pop, Tears for Fears, rock"
0,"80s, soft rock, 1989, 80s rock"
0,"pop, latin, romantic, latin pop, Enrique Iglesias"
0,"all my life, superrock kyoi"
0,"pop, soul, adult contemporary, male vocalists, love songs"
0,"country, Alt-country, yes no maybe"
0,"classic rock, rock, 70s, singer-songwriter, pop"
0,"classic rock, rock, 70s, singer-songwriter, pop"
0,"jazz, jazz vocal, pop, happy, easy listening"
0,"classic rock, hard rock, melodic rock, rock, 80s"
0,"heavy metal, Ballad, hard rock, metal, Black Sabbath"
0,"chillout, sexy, Mellow, male vocalist, John Legend"
0,"vocal jazz, jazz, Traditional pop music, vocal, jazz vocal"
0,dance
0,country rock
0,country rock
0,"funk, pop, soul, dance, prince"
0,"Southern Rock, blues rock, classic rock, rock, lynyrd skynyrd"
0,"country, Love, Keith Urban, country pop, singer-songwriter"
0,"folk, acoustic, mccarroll libary"
0,"rock, 90s, classic rock, present participle, songs of ice and fire"
0,"rock, 90s, classic rock, present participle, songs of ice and fire"
0,"soul, motown, 80s, Love, Stevie Wonder"
0,"country, bluegrass, female vocalists, Alison Krauss, newgrass"
0,"Southern Rock, classic rock, 70s, rock, blues rock"
0,"70s, female vocalists, pop, singer-songwriter, adult contemporary"
0,"classic rock, rock, hard rock, 70s, heavy metal"
0,"synthpop, 90s, life, 1990s"
0,"classic rock, 80s, rock, singer-songwriter, pop"
0,"Alicia Keys, naya rivera, famale vocalists, cover, love at first listen"
0,"heavy metal, NWOBHM, rock, metal, 80s"
0,"punk, alternative rock, alternative, rock, punk rock"
0,"classic rock, rock, 60s, USA, guitarist"
0,"heavy metal, metal, hard rock, Judas Priest, classic rock"
0,"cover, kiss cover, metal, Power metal, heavy metal"
0,"classic rock, rock, awsome, pop rock, Love"
0,"Disco, 80s, soul, motown, pop"
0,"soul, pop, female vocalists, urban, rnb"
0,"You and I, first person songs, the word you, contraction songs, the word got"
0,"Ying Yang twins, ATL, Hip-Hop, Gangsta Rap, georgia"
0,"rap, Crunk, Hip-Hop, dance, Dirty South"
0,"Hip-Hop, rap, southern rap, Dirty South, gangsta"
0,"Hip-Hop, rap, 90s, 2000"
0,"Hip-Hop, Snoop, kozak, g-fuck"
0,"Drake, Girls love Beyonce"
0,"rap, j cole, Hip-Hop, hip hop, 2011"
0,"rock, 90s, hard rock, cover, Ballad"
0,"country, 90s, middle school, tap your foot, songs i heard at the bowling alley"
0,"why on earth is this just a bonus track, pop, pop rock, pink, feeling"
0,"britpop, indie, british, alternative, rock"
0,"Demi Lovato, this is me, camp rock, pop rock, pop"
0,"FUCKING AWESOME, Soundtrack, beautiful, guitar, melancholic"
0,"FUCKING AWESOME, Soundtrack, beautiful, guitar, melancholic"
0,"80s, classic rock, singer-songwriter, AOR, Carly Simon"
0,"jazz, ella fitzgerald, jazz vocal, female vocalists, fip"
0,"rock, Stoner Rock, alternative rock, alternative, Queens Of The Stone Age"
0,"country, LeAnn Rimes, female, pop, female vocalists"
0,"Demi Lovato, this is me, camp rock, pop rock, pop"
0,"christmas, easy listening, lounge, male vocalists, seen live"
0,"pop, dance, female vocalists, electronica, electronic"
0,"christmas, 1957, fip"
0,"christmas, christmas jazz, Christmas Music, Tinsel, jazz"
0,"comedy, Birthday, Canadian, humour, folk"
0,"philippines, OPM, hh, P-pop, pinoy pop"
0,"Contemporary Gospel, Contemporary Gospel Tag, Cross Rhythms, Kirk Franklin, Nice tunes"
0,"oldies, easy listening, love songs, 60s, pop"
0,"favorites, beautiful, love song, ballads, single B-side"
0,"rock, hard rock, Queen, pop, Love"
0,"country, LeAnn Rimes, 90s, pop, cover"
0,"pop, one direction, pop rock, makes me happy, 2013"
0,"classic rock, 70s, rock, 70's, classics"
0,"dance, 90s, female vocalists, pop, rnb"
0,"rock, country, Like, import, rascal flats"
0,"hard rock, classic rock, heavy metal, Whitesnake, rock"
0,"hard rock, rock, van halen, 1998, classic rock"
0,"country, blues, outlaw country"
0,"soul, pop, female vocalists, urban, rnb"
0,"blues, Fleetwood Mac, classic rock, blues rock, rock"
0,"You and I, first person songs, the word you, contraction songs, the word got"
0,"soul, The Temptations, keep on trucking, keep on truckin, soul tag"
0,"musical, Broadway, Soundtrack, Disney"
0,"pop, rock, Hanson, indie, USA"
0,"hard rock, classic rock, heavy metal, rock, scorpions"
0,"country, folk, classic rock, americana, 70s"
0,"classic rock, 80s, starship, pop, rock"
0,"heavy metal, hard rock, classic rock, metal, Black Sabbath"
0,"outlaw country, Johnny Cash, Bob Dylan, harley, harley davidson"
0,"outlaw country, Johnny Cash, Bob Dylan, harley, harley davidson"
0,"other, cover, better than the original, DAC, David Allan Coe"
0,"pop, rnb, Justin Timberlake, male vocalists, Hip-Hop"
0,"country, outlaw country, Southern Rock, classic country, badass"
0,"reggae, roots reggae, peter tosh, 80s, chillout"
0,"country, cover, covers, Johnny Cash, singer-songwriter"
0,"rnb, soul, hip hop, Mariah Carey, pop"
0,"pop, Love, BSB, romantic, stick it on repeat"
0,"hard rock, peter criss"
0,"dance, pop, female vocalists, 90s, whitney houston"
0,"numbers, contemporary christian, hebrew, ether, genesis"
0,"quiet storm, lawism, Deep Soul, SDZ"
0,"pop, romantic, soul, cover, melancholy"
0,"electronic, synthpop, alternative, 2013, new wave"
0,"electronic, synthpop, alternative, 2013, new wave"
0,"christmas, xmas, Christmas Songs, holiday, holidays"
0,"Disco, 70s, dance, pop, female vocalists"
0,"christian, favorites, beautiful, Yeshua, my essential songs"
0,"classic soul, soul, sexy, Mellow, pop"
0,"christmas, christmas song, xmas, Christmas Songs, holiday"
0,"country, 70s, outlaw country, Favourite Songs, My Country"
0,"classic rock, rock, Progressive rock"
0,cover
0,cover
0,"Contemporary Gospel, Contemporary Gospel Tag, Cross Rhythms, Kirk Franklin, Nice tunes"
0,"pop, one direction, pop rock, makes me happy, 2013"
0,"50s, Rock  Roll, oldies, classic rock, pop"
0,"hard rock, classic rock, rock, cover, van halen"
0,"pop, dance, male vocalists, backstreet boys, 2009"
0,"60s, oldies, classic rock, pop, british"
0,"classic rock, Status Quo, rock"
0,"classic rock, Status Quo, rock"
0,"classic rock, rock, heard on Pandora, album rock, arena rock"
0,"pop, country, folk, singer-songwriter, USA"
0,"epic, Favorite, glee, Demi Lovato, Adam lambert"
0,"pop, singer-songwriter"
0,"pop, Britney Spears, female vocalists, 90s, teen pop"
0,"Mellow, pop, 80s, female vocalists, singer-songwriter"
0,"classic rock, rock, Symphonic Rock, pop, Progressive rock"
0,"heavy metal, Ballad, hard rock, metal, Black Sabbath"
0,"by heart, a long long time ago, lea salongwa"
0,"pop, rock, singer-songwriter, oldies"
0,"80s, rock n roll, classic rock, pop, rock"
0,"country, folk, 60s, singer-songwriter, cover"
0,"pop, rock, indie pop, indie, alternative rock"
0,"singer-songwriter, folk, leonard cohen, folk rock, Cohen"
0,"country, acoustic, bluegrass, -3, bluegrass krauss"
0,"jazz, Big Band, beautiful and groovy"
0,"bebopgdchill, 30s, female, Love, piano"
0,"country, male, Favorite, 1989, Vince Gill"
0,"pop, Love, BSB, romantic, stick it on repeat"
0,"indie, britpop, madchester, rock, alternative"
0,"christian, rock, michael w smith"
0,"cover, rock, Grunge, rolling stones, ssij"
0,"Disco, 80s, soul, motown, pop"
0,"pop, meh, <3, kendrick lamar, actually good"
0,"soul, motown, Disco, 60s, RB"
0,"pop, female vocalists, cant sing, little mix, 2013 single"
0,"industrial, industrial rock, factory made trance, electronic, Mechanical Technocracy"
0,"folk, acoustic, british, soul, Ed Sheeran"
0,"soul, 70s, motown, motown sound, philly soul"
0,"loneliness after dusk, rockoteka"
0,"loneliness after dusk, rockoteka"
0,"alternative, alternative rock, electronic, indie, rock"
0,"hard rock, rock, hair metal, heavy metal, british"
0,"dance, 2013, love at first listen, gorg, postmaster"
0,"rock, Nu Metal, alternative rock, alternative metal, metal"
0,"alternative rock, britpop, baggy, shoegazing, Neo-Psychedelia"
0,"pop, Love, Unreleased"
0,"Kurt Cobain, Smash Mouth, quinten painter, fuck me daddy, seacocks"
0,"country, folk, The nitty gritty dirt band, classic country, classic rock"
0,"country, folk, The nitty gritty dirt band, classic country, classic rock"
0,"country, bluegrass"
0,"soul, Soundtrack, female vocalists, Love, motown"
0,"oldies, 60s, classic rock, film music, pop"
0,"rock, Nu Metal, Linkin Park, alternative rock, alternative"
0,Traditional Country
0,"country, bluegrass, john hiatt, hMAN-COUNTRYDUETS, hman-truecountry-002"
0,"rock, U2, pop, irish, peace"
0,"oldies, swing, easy listening, romantic, jazz"
0,"oldies, swing, easy listening, romantic, jazz"
0,"soul, 60s, rhythm and blues, oldies, funk"
0,"romantic, Love, pop, easy listening, michael bolton"
0,"Easy ListeningLounge, dino, Love"
0,"INXS, Michael Hutchence, rock, alternative, new wave"
0,"country, singer-songwriter, americana, classic country, tecumseh valley"
0,"Love, longing, christian rock, comfort, Cross Rhythms"
0,"rock, britpop, alternative rock, UK, indie"
0,"rock, britpop, alternative rock, UK, indie"
0,"1991, contemporary country, early 90s country"
0,"talentless, cant sing, lipsynching, lip synch, overrated"
0,"classic rock, rock, pop - rock, singer-songwriter, soft rock"
0,"Disney, Soundtrack, pop, Love, Miley Cyrus"
0,"sexy, bedroom swag, Canadian, rnb, soul"
0,"High School Musical, Disney, pop, teen pop, electropop"
0,"pop, 2010s, give you reasons why"
0,country
0,"blues, rock, 70s, bonnie raitt, blues rock"
0,"Bee Gees, 70s, oldies, pop, 60s"
0,"rock, sexy, hot, legend, indie rock"
0,"2 of 10 stars, one of my favorite songs, Jason Derulo"
0,"Contemporary Gospel, Contemporary Gospel Tag, Cross Rhythms, Kirk Franklin, Nice tunes"
0,"pop, one direction, pop rock, makes me happy, 2013"
0,"alternative rock, rock, alternative, pop, electronic"
0,"50s, Rock  Roll, oldies, classic rock, pop"
0,"classic rock, rock ballad"
0,"Bee Gees, 70s, pop, oldies, Disco"
0,"Love, jazz, singer-songwriter, easy listening, adult contemporary"
0,"classic rock, 70s, rock, hard rock, blues-rock"
0,"classic rock, folk, 70s, singer-songwriter, folk-rock"
0,"classic rock, rock, hard rock, 70s hard rock, classic hard rock"
0,"AOR, melodic rock, hard rock, rock, classic rock"
0,Progressive rock
0,"glee, cover, epic, best of glee, kristin chenoweth"
0,"jazz, pop, singer-songwriter, tantotempotaste, rock"
0,"jazz, pop, singer-songwriter, tantotempotaste, rock"
0,"oldies, pop, catchy, 40s, obscure"
0,"hard rock, classic rock, 6 of 10 stars"
0,"heavy metal, metal, Iron Maiden, NWOBHM, rock"
0,"Gangsta Rap, rap, West Coast Rap, Hip-Hop, 90s"
0,"pop, michael jackson, king of pop, 90s, memories"
0,"seen live, female, country, Favorite, My Country"
0,"rock, britpop, alternative rock, 90s, oasis"
0,"Rock and Roll, oldies, Soundtrack, classic rock, pulp fiction"
0,"Rock and Roll, oldies, Soundtrack, classic rock, pulp fiction"
0,"pop, female vocalists, singer-songwriter, rnb, love at first listen"
0,"punk, punk rock, 70s, Classic Punk, Ramones"
0,"pop, 70s, soft rock, Ballad"
0,Miscellaneous
0,"christmas, Mellow, modern country, 2001, new traditionalist"
0,"pop, female vocalists, rock, Kelly Clarkson, pop rock"
0,"rnb, my little secret, Xscape, soul, female vocalists"
0,"hip hop, absurd, outkast, interlude, stankonia"
0,"pop, power pop, Power ballad, easy listening, adult contemporary"
0,"jazz, american, oldies, 40s, top 40"
0,"symphonic metal, Gothic Metal, metal, Power metal, Female fronted metal"
0,"jazz, blues, female vocalists, billie holiday, oldies"
0,"Hip-Hop, rock, alternative, blues rock, Funk Rock"
0,"singer-songwriter, own"
0,"singer-songwriter, own"
0,"rock, british, classic rock, whistling, ballads"
0,"seen live, female, country, female vocalists, 1998"
0,"heard on Pandora, Soundtrack, indie, travis, pop"
0,"christian, favorites, beautiful, Yeshua, my essential songs"
0,"pop, country, female vocalists, Soundtrack, coyote ugly"
0,"Demi Lovato, Disney, electropop, jonas brothers, sonny with a chance"
0,"Disco, 2009, dance, sweet"
0,"thrash metal, heavy metal, black metal, metal, seen live"
0,"pop, Love, BSB, romantic, stick it on repeat"
0,"hard rock, heavy metal, rock, classic rock, Power ballad"
0,"hard rock, rock, classic rock, seen live, cover"
0,"classic rock, rock, Supernatural, 80s, hard rock"
0,"soul, 60s, female vocalists, Blue-Eyed Soul, pop"
0,"epic, Favorite, glee, Demi Lovato, Adam lambert"
0,"gospel, open my heart, Contemporary Gospel, female vocalists, Yolanda Adams"
0,"blues, rock, 70s, bonnie raitt, blues rock"
0,"pop, romantic, soul, cover, melancholy"
0,"pop, female vocalists, rock, sexy, latin"
0,"cover, 90s, male vocalist, 80s-influenced, 50-60-70"
0,"pop, 80s, 90s, elementary school, wooees"
0,"80s, pop, new wave, synthpop, 1995"
0,"europe dance, 80s, Modern Talking, pop, dance"
0,"worship, christian, Hillsong, praise, contemporary christian"
0,"romantic, oldies, alw, pop, oldie"
0,"classic rock, 60s, rock, blues rock, jazz"
0,"christian, australian, praise, Hillsong United, Hillsong"
0,"gospel, open my heart, Contemporary Gospel, female vocalists, Yolanda Adams"
0,"new age, celtic, female vocalists, irish, ethereal"
